U_S_R_I,HISTO_0,HISTO_11,HISTO_12,HISTO_21,HISTO_22,HISTO_23,HISTO_24,HISTO_31,HISTO_41,HISTO_42,HISTO_43,HISTO_52,HISTO_71,HISTO_81,HISTO_82,HISTO_90,HISTO_95
34_080,"0","75365","0","79176","47222","13699","5663","11571","702828","543","12376","802","5182","240715","461041","136088","24143"
34_059,"0","133787","0","59225","25633","5549","1057","9612","396772","645","4451","502","2782","101832","814991","231912","27664"
34_063,"0","112254","0","100516","36935","14805","8542","5166","524148","27884","122628","8401","7246","313550","395520","120935","17886"
35_901,"0","779416","0","84854","155624","82205","38478","11925","154433","1865","10726","16541","47254","59699","244896","115462","12863"
35_009,"0","65419","0","78101","48329","13268","4729","1111","120300","4427","3989","881","2904","199181","914344","339357","19894"
35_003,"0","28304","0","239156","239878","108002","52920","4912","185840","5464","5676","1675","5705","67472","728777","133206","9427"
35_001,"0","499876","0","132355","324286","174066","93839","15063","128987","1257","9218","17590","44273","57649","202430","94904","20616"
35_006,"0","33807","0","112927","80012","29406","18161","2617","88312","4575","3663","3307","5181","277748","948802","188523","19373"
35_103,"0","14534","0","107270","92255","42952","18107","4798","210168","8059","7632","4915","11379","94167","1079252","102246","18673"
35_004,"0","27530","0","87260","41644","9926","3875","2341","251609","10629","3646","778","10841","78684","1180101","89374","18166"
35_002,"0","11113","0","46386","60018","11828","3798","1469","158631","1868","16301","4612","35461","71419","1328653","52412","12446"
35_007,"0","21047","0","138847","113704","48822","23309","4098","186072","2618","3152","1666","4339","89428","1119116","49732","10288"
35_008,"0","19128","0","89740","30178","8080","4261","1156","172636","2944","2211","933","5862","86750","1323860","51194","17477"
35_005,"0","13232","0","75587","23317","3556","1540","694","143622","4586","4769","820","6707","17357","1462486","47653","10484"
35_019,"0","29890","0","93502","35387","11257","4603","1431","241723","3790","2035","1399","8749","66440","1303131","8021","5055"
35_020,"0","4230","0","83006","33957","10387","4128","1154","85213","146","864","29","6918","16887","1557057","9095","3341"
35_013,"0","17526","0","101826","42383","14195","5505","4774","205574","2712","12820","2270","6972","55670","1327935","12668","3587"
35_018,"0","10530","0","102036","49860","13508","6880","1089","141468","1197","1053","792","6022","48229","1419212","11272","3268"
35_012,"0","20963","0","97986","80617","35908","16583","2266","167920","437","35605","117","12704","63111","1256014","22582","3599"
35_010,"0","1604","0","43429","34929","2464","823","424","46217","33","1950","118","591","30064","1646988","4811","1966"
35_011,"0","9363","0","59514","62204","14316","6117","1396","88544","181","13817","85","6095","50526","1488812","12209","3231"
35_115,"0","4743","0","99167","60921","22413","9460","730","50507","380","2418","320","6261","23355","1514514","18823","2234"
35_017,"0","8611","0","142037","107617","33320","15430","325","133399","609","3046","489","15957","119347","1215116","16131","4983"
35_014,"0","3419","0","87340","32563","12975","5876","300","68341","316","4211","106","6952","28150","1551801","12294","1597"
35_016,"0","11117","0","128723","85305","33416","10705","787","119180","660","3002","231","15445","93530","1293138","16653","4526"
35_025,"0","6752","0","77506","24929","6805","3030","475","208563","909","40728","952","6966","74904","1358891","3672","1162"
35_028,"0","5586","0","83200","26469","7680","2924","310","284228","956","7090","406","10500","76832","1295238","12450","2378"
35_024,"0","21073","0","154243","106466","54977","26938","3731","378925","778","22373","819","10502","163413","869208","1850","1117"
35_030,"0","5241","0","82374","29891","12005","5061","497","129975","140","7881","188","3864","81761","1442920","13361","1260"
35_031,"0","33529","0","93886","27979","8416","2313","792","542406","5943","97902","1131","7759","316921","673032","3338","1071"
35_022,"0","30846","0","108308","45355","14771","6558","6828","507264","11659","116259","3780","15126","132678","805998","7065","3916"
35_026,"0","22260","0","87843","16000","4395","1350","9487","931123","2002","57787","1051","38350","122809","516729","3828","1403"
35_029,"0","7168","0","75759","28497","9140","4075","2068","432676","345","30553","687","6309","146601","1069828","2312","232"
35_027,"0","15080","0","98568","44490","18649","7682","2078","483317","1364","39743","1021","5807","164076","910425","21256","2687"
35_023,"0","53143","0","100761","27382","13868","4380","2818","1302779","5183","61905","1169","15625","130457","92036","3080","1818"
35_900,"0","54227","0","82159","15121","5663","1702","3581","1145751","10518","71301","1932","11945","247436","161018","2235","1648"
35_021,"0","48263","0","86115","20272","5584","2512","5586","398584","13637","91917","3732","11838","152641","939150","30746","5833"
35_040,"0","42875","0","88287","20137","8921","4889","1464","862882","22195","174838","5861","11785","301139","240599","29895","638"
35_035,"0","12879","0","91574","15487","7491","2860","6013","1008043","3930","58309","3591","22921","352259","225516","4478","1063"
35_032,"0","36856","0","90133","31360","12983","5308","4220","195045","1021","34799","617","3015","97195","1261069","38704","4087"
35_037,"0","16457","0","73278","7997","2513","791","3609","787192","1827","35700","2068","10724","287364","565636","17818","3432"
35_041,"0","13609","0","85839","21688","9400","3907","3107","643255","4408","56803","2719","12637","232224","657893","62890","5861"
35_033,"0","44455","0","80866","23336","9270","3466","7940","428424","11494","62564","6517","14051","154141","923493","38734","7663"
35_038,"0","10667","0","96441","18462","7869","2940","3594","804435","4580","72586","2369","13017","402801","368388","7539","551"
35_039,"0","28766","0","80285","9802","3196","1026","6760","1007806","20441","139998","5511","16060","339294","155486","1154","820"
35_036,"0","46441","0","86819","22347","8603","3965","4024","755598","16146","101407","2725","7846","332094","417073","10594","730"
35_034,"0","48161","0","136994","86342","43350","18483","1189","247688","2088","64355","2053","8276","139354","974254","39217","4609"
35_042,"0","72561","0","112199","60070","25640","12058","3246","332939","8990","82476","5889","17185","186267","820701","68171","7849"
36_029,"0","5328","0","44499","42545","8277","1639","1655","219124","851","19954","391","51230","348303","1065557","3444","3616"
36_030,"0","1857","0","56220","24603","5604","1459","1181","59384","1012","4668","103","49002","88384","1497765","12673","12500"
36_034,"0","12121","0","74639","18152","9390","2170","2913","22755","8","1894","214","50558","42786","1556657","4653","17333"
36_131,"0","24965","0","74747","42711","18628","6978","5446","12394","216","1976","4","30974","66504","1494052","7354","29291"
36_033,"0","2451","0","71745","19884","10547","1549","1187","352","27","3813","135","16063","24213","1657502","45","6899"
36_032,"0","6601","0","65502","17137","4808","1406","1294","9541","95","348","29","12573","72469","1582807","20766","21036"
36_022,"0","5395","0","63185","12369","3019","720","976","3316","106","348","5","8823","34939","1664537","5808","12863"
36_025,"0","9506","0","55458","23530","4726","1015","3987","10347","73","654","22","13135","50767","1595340","33353","14501"
36_026,"0","2889","0","65472","14229","4224","471","904","9804","242","6882","152","34461","63774","1606524","1829","4386"
36_020,"0","20255","0","93082","90483","33330","12474","1009","34655","2228","12563","104","36514","103179","1284565","78711","13095"
36_027,"0","8214","0","65521","9969","2116","467","649","28240","961","8704","285","46790","126986","1507086","5430","4994"
36_021,"0","12610","0","92212","80106","29199","11021","989","7791","1660","6964","361","23807","72582","1421857","46841","8411"
36_028,"0","23968","0","92295","68608","29014","13379","3879","106446","576","1091","395","176053","55067","1207837","17525","20281"
36_019,"0","8721","0","61628","25449","6761","1417","1786","110077","2180","19567","212","32308","121459","1395189","25060","4523"
36_123,"0","5270","0","89024","40631","20824","6043","1042","29179","251","10498","20","16095","79640","1496268","16060","5572"
36_017,"0","34290","0","57858","19091","4471","1234","1019","249349","7652","126781","1203","45919","420965","818330","20741","7511"
36_018,"0","19939","0","110978","106441","52426","21566","2475","106430","918","28318","282","38001","149834","1110921","56126","11698"
36_024,"0","6146","0","65483","21596","6054","1979","1370","26145","497","3813","199","11272","101830","1547273","10653","11935"
36_006,"0","7255","0","63294","25866","7680","2082","1607","73460","4065","65822","525","33239","205545","1300812","15642","9519"
36_108,"0","14852","0","61229","22328","4887","953","684","104725","634","30582","351","22232","179690","1329428","34690","9010"
36_008,"0","14688","0","61388","22141","4890","917","684","104107","583","32166","349","20370","182378","1330939","32248","8605"
36_014,"0","13861","0","69472","20249","4805","1140","2236","98328","383","11788","160","19094","86465","1436998","29430","21941"
36_013,"0","8880","0","66954","17272","4135","1005","993","40711","287","8869","164","12777","82662","1529992","28453","13082"
36_007,"0","16604","0","74566","67032","27644","10124","2906","80815","783","31721","342","51256","191151","1172322","65396","23752"
36_010,"0","6148","0","45806","31884","7078","1553","532","54322","220","16375","730","103019","232569","1254049","41825","20133"
36_009,"0","6446","0","56504","23706","4920","1062","375","53131","272","14691","351","56993","257774","1323447","12424","4309"
36_015,"0","3942","0","47473","34468","6032","1261","328","17895","82","1110","11","21754","108642","1565413","5059","2931"
36_011,"0","108061","0","59300","35013","8635","2122","6773","169354","1831","88165","1061","23327","370148","863460","33918","45248"
36_016,"0","8273","0","48873","31085","3221","973","610","51445","1012","2763","347","20375","220176","1414507","9796","2776"
36_003,"0","62353","0","50620","21620","1866","452","1561","416178","3499","38308","4009","19212","687829","458132","28253","22526"
36_002,"0","16651","0","55501","21840","1910","509","2270","419419","2971","33672","2981","8530","857441","347683","33397","11468"
36_005,"0","5924","0","57476","19963","2207","931","317","67349","152","901","205","23682","195968","1417254","7812","16273"
36_004,"0","7148","0","50575","19802","1400","326","237","174026","2332","12500","3558","9791","448221","1070606","14421","1129"
36_001,"0","37855","0","47909","25308","4756","1106","1981","517478","7723","17896","4037","17586","351242","741596","34592","5182"
38_030,"0","10512","0","57072","13633","2245","852","941","120390","533","3100","411","750058","12752","840297","2803","644"
38_028,"0","17843","0","59601","17260","2100","986","179","119544","1852","4259","653","473668","13490","1102673","1991","320"
38_034,"0","46917","0","52243","19144","2983","752","1005","26399","7","305","19574","915582","1599","693535","24149","12219"
38_029,"0","12381","0","55079","16081","2353","908","379","121062","472","556","857","349463","133625","1119585","3291","323"
38_033,"0","4901","0","50114","18386","1155","182","480","77011","1","84","32","706788","1570","953830","1244","635"
